400,1.295
410,1.31
420,1.3
425,1.27
430,1.26
432.5,1.3
435,1.305
437.5,1.305
440,1.31
442.5,1.27
445,1.25
447.5,1.195
450,1.2
455,1.14
460,1.13
470,1.04
480,0.94
490,0.88
500,0.825
520,0.65
540,0.51
560,0.38
580,0.31
600,0.28
610,0.29
620,0.31
630,0.33
640,0.32
650,0.31
660,0.42
670,0.675
672.5,0.69
675,0.7
677.5,0.69
680,0.64
682.5,0.58
685,0.52
690,0.36
700,0.275
