,minimum,maximum
AGPATCOA_DHA_OLE_c,0.0,7.41019138914768e-12
AGPATCOA_DHA_EPA_c,0.0,-2.4473235109793196e-13
AGPATCOA_DHA_DHA_c,0.0,-4.2257218878338494e-13
PAPA_MYRS_MYRS_c,1.0210938271778699e-13,2.8198571359943455e-12
PAPA_MYRS_PALM_h,3.959941978431856e-12,1.4029127205291566e-11
PAPA_MYRS_PALM_c,0.0,2.7695899125149124e-11
PAPA_MYRS_HDE_h,4.692413866387412e-13,-4.5041477554138865e-12
PAPA_MYRS_HDE_c,4.194892605977904e-13,7.136082730270454e-12
PAPA_MYRS_STC_c,0.0,2.673884610855212e-11
PAPA_MYRS_OLE_c,0.0,6.16192155278567e-12
PAPA_MYRS_EPA_c,4.976990176193054e-13,1.914695489272994e-11
PAPA_MYRS_DHA_c,0.0,1.802289290788373e-11
PAPA_PALM_MYRS_c,1.0701162083672126e-13,1.4854532349756615e-11
PAPA_PALM_PALM_h,2.2724612718285088e-13,8.687265316698634e-14
PAPA_PALM_PALM_c,3.4027723777710702e-12,2.4101736464367638e-11
PAPA_PALM_HDE_c,1.0739700201313582e-12,1.8596594957985556e-11
PAPA_PALM_STC_c,0.0,1.7717252482864073e-11
PAPA_PALM_OLE_c,0.0,3.8437165521696105e-12
PAPA_PALM_EPA_c,6.784807349040668e-13,2.1955372968008088e-11
PAPA_PALM_DHA_c,0.0,1.7226452566199105e-11
PAPA_HDE_MYRS_c,4.834981663885414e-14,2.0171407526444258e-11
PAPA_HDE_PALM_h,9.665462584789674e-13,2.1871641636704536e-11
PAPA_HDE_PALM_c,0.0,3.9966672298779314e-11
PAPA_HDE_HDE_h,4.2966495422698884e-13,-1.3921751292989225e-12
PAPA_HDE_HDE_c,0.0,2.1113291609636786e-11
PAPA_HDE_STC_c,0.0,3.120709664425222e-11
PAPA_HDE_OLE_h,0.0,1.6647212276354847e-11
PAPA_HDE_OLE_c,0.0,1.0843937425311471e-10
PAPA_HDE_EPA_c,0.0,2.1210524790583362e-11
PAPA_HDE_DHA_c,0.0,-4.496627363643101e-11
PAPA_STC_MYRS_c,0.0,6.684795680647137e-12
PAPA_STC_PALM_c,0.0,2.5948769263019445e-11
PAPA_STC_HDE_h,0.0,4.7008427324779986e-11
PAPA_STC_HDE_c,0.0,-2.1173229278689614e-11
PAPA_STC_STC_c,0.0,3.013656305415935e-11
PAPA_STC_OLE_c,0.0,2.911836494011309e-11
PAPA_STC_EPA_c,0.0,2.8448111739101785e-11
PAPA_STC_DHA_c,0.0,2.6623247512304584e-11
PAPA_OLE_MYRS_c,0.0,2.91183649401131e-11
PAPA_OLE_PALM_h,8.625474046906046e-12,-1.6806163102582136e-12
PAPA_OLE_PALM_c,-1.4310728697930016e-28,3.3296172603096975e-11
PAPA_OLE_HDE_h,5.108357956450179e-13,5.213121528169785e-12
PAPA_OLE_HDE_c,0.0,5.5393735741493574e-11
PAPA_OLE_STC_c,0.0,3.059113880905777e-11
PAPA_OLE_OLE_c,0.0,2.9607450970331045e-11
PAPA_OLE_EPA_c,0.0,1.4854973631752608e-11
PAPA_OLE_DHA_c,0.0,3.599030835209361e-11
