,minimum,maximum
IDH_c,0.0,-3.4736895572664076e-13
ARG_m,0.0,0.7499999999739241
ARG_c,0.0,0.7500000000092744
GLUDH_m,-0.9999999999655846,-2.9706411211003917e-12
GLUDH_c,-10000.0,0.999999999988512
GLUDH2_c,0.0,10000.0
P5CDH_c,0.0,0.9999999998777651
ORNC_c,0.0,0.3333333332846174
AGAS_c,0.0,0.0
AGPR_h,0.0,0.7499999999957367
UREASE_m,0.0,0.750000000047521
G5K_c,0.0,0.9999999998946318
PRO4H_c,0.0,0.0
SERA_m,0.0,1667.4862468809883
SERA_c,0.0,0.7500000000479403
PSAT_m,0.0,1667.4862468809422
HSDH_h,-4.128665786183952,0.8621636654704468
HSDH_m,0.0,0.23376623377018718
HSDH_c,-0.5794618647046781,4.128665785977255
HSK_c,0.0,0.5000000000949075
THRS_c,0.0,0.5000000000095699
DAPDC_h,-1.5832570818142725e-27,-9.683797595551357e-13
PAPSR_h,0.0,0.14285714284366216
HSAT_m,0.0,0.23376623375704728
ASNAL_c,0.0,1.5000000000106863
ASNA_c,0.0,0.7500000000525106
PRADP_c,0.0,0.15000000000568203
PRAMPCH_c,0.0,0.15000000000809985
IGPDH_c,0.0,0.15000000000809982
IAPTA_c,0.0,0.15000000000809985
HPP_c,0.0,0.15000000000809982
ALPL_h,1.9434438874158024e-29,0.33333333334815846
ALPL_c,0.0,0.0
POXAAT_h,-1.2660686954142695e-12,0.23376623380621833
BCTAI_h,-1.2660686954142698e-12,0.2337662337842934
BCTAI_m,-3.1457747539720144e-12,-1.2660686954142695e-12
BCTAI_c,0.0,0.0
BCTAL_h,0.0,0.0
BCTAL_m,-0.31578947368006105,0.0
BCTAL_c,0.0,0.0
PPHTA_h,0.0,-4.221070614034787e-13
PHEH_c,0.0,-2.1101144923571152e-13
HTHBDH_m,0.0,-2.1101144923571168e-13
THBPOX_m,0.0,-2.1101144923571163e-13
CHRL_h,0.0,-2.2120336887800378e-13
CHRL_c,0.0,-1.9280031458494198e-13
PRAI_c,0.0,-1.9280031458494074e-13
IGPS_m,0.0,-1.9280031458494074e-13
GTPCH_c,0.0,0.043478260871974615
SR_c,0.0,0.0
FACOAL_140_c,0.0,0.7500000000220891
FACOAL_161_9Z_c,0.0,0.7500000000725299
FACOAL_162_9Z12Z_c,-3.3490647210115767e-14,0.7500000000477957
